name,teudat_zehut,specialty,year,gender,clinic_address,phone,license_number,license_date,specialty_registration_date,clalit,maccabi,meuhedet,leumit,source_url,source_name,scrape_date
"ד""ר אסף שלי",,מומחה לשיקום הפה (פרוסתודונטיה ),,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-shely-asaf,MedReviews,2026-03-29T18:54:07.298108
"ד""ר חן חג'בי",,רפואת שיניים,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-hajbi-chen,MedReviews,2026-03-29T18:54:07.298120
"ד""ר אנואר מנסור",,אף אוזן גרון,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-mansour-anwar,MedReviews,2026-03-29T18:54:07.298141
"ד""ר הדס עופר פרידמן",,עור ומין,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-ofer-friedman-hadas,MedReviews,2026-03-29T18:54:07.298152
"ד""ר רן מטלוב קורמס",,רפואת עיניים,,,,,,,,0,1,0,0,https://www.medreviews.co.il/provider/dr-matlov-kormas-ran,MedReviews,2026-03-29T18:54:07.298162
"ד""ר פסיה פרידמן רובין",,רפואת שיניים,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-friedman-rubin-pessia,MedReviews,2026-03-29T18:54:07.298171
"ד""ר יולנדה סורוביץ - מרפאת שנטיב",,"רפואת שיניים, שיקום הפה, אסתטיקה דנטלית, השתלות",,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-surowicz-jolanda,MedReviews,2026-03-29T18:54:07.298189
"ד""ר סמדר שרייבר",,רפואה אסתטית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-schreiber-smadar,MedReviews,2026-03-29T18:54:07.298249
"ד""ר דנה ליבנה",,אורולוגיה ופריון הגבר – אנדרולוגיה- מומחית בניתוחים מקרוסקופיים,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-livne-dana,MedReviews,2026-03-29T18:54:07.298266
פרופ' רון האוזר,,"מומחה גינקולוגיה ומיילדות, מומחה פריון האישה ומומחה פריון הגבר",,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/prof-hauser-ron,MedReviews,2026-03-29T18:54:07.298277
"ד""ר איילת שי",,סרטן השד וגידולים של מערכת המין הנשית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-shai-ayelet,MedReviews,2026-03-29T18:54:07.298288
"ד""ר לאנדרו קסלמן",,"גינקולוגיה, מיילדות, אולטרסאונד.",,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-keselman-leandro,MedReviews,2026-03-29T18:54:07.298322
פרופ' אריה אורנשטיין,,כירורגיה פלסטית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/prof-orenstein-arie,MedReviews,2026-03-29T18:54:07.298346
"ד""ר יובל אור",,,,,,,,,,1,0,0,0,https://www.medreviews.co.il/provider/dr-or-yuval,MedReviews,2026-03-29T18:54:07.298365
"ד""ר עומרי ברגר",,אורתופדיה,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-berger-omri,MedReviews,2026-03-29T18:54:07.298377
"ד""ר צביקה שטיינברגר",,מומחה כף יד ומיקרוכירורגיה אורתופדית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-steinberger-zvika,MedReviews,2026-03-29T18:54:07.298393
"ד""ר נרקיס קושנר",,אסתטיקת פנים,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-kushner-narkis,MedReviews,2026-03-29T18:54:07.298404
"ד""ר אורית קרני רחקוביץ'",,קרדיולוגיה,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-karny-rahkovich-orith,MedReviews,2026-03-29T18:54:07.298413
"ד""ר קארין אריש",,מומחית להרדמה ולרפואת כאב,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-ariche-karin,MedReviews,2026-03-29T18:54:07.298425
"ד""ר גלינה רוסטמי",,רפואה אסתטית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-rostami-galina,MedReviews,2026-03-29T18:54:07.298435
"ד""ר עדי ואקנין בהט",,כירורגית שד,,,,,,,,0,1,0,0,https://www.medreviews.co.il/provider/dr-vaknine-bahat-adi,MedReviews,2026-03-29T18:54:07.298448
"ד""ר גיא פייגין",,רפואת כאב,,,,,,,,1,1,0,0,https://www.medreviews.co.il/provider/dr-feigin-guy,MedReviews,2026-03-29T18:54:07.298462
פרופ' אביתר אפרים,,רפואת אף-אוזן-גרון וניתוחי ראש-צוואר,,,,,,,,1,1,1,0,https://www.medreviews.co.il/provider/prof-ephraim-eviatar,MedReviews,2026-03-29T18:54:07.298478
"ד""ר אורן גולדשטיין",,כירורגיה פלסטית ואסתטית,,,,,,,,1,0,0,0,https://www.medreviews.co.il/provider/dr-goldstein-oren,MedReviews,2026-03-29T18:54:07.298490
"ד""ר בני עוז ארי",,מומחה לשיקום הפה,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-oz-ari-benny,MedReviews,2026-03-29T18:54:07.298500
"ד""ר שולמית שורץ",,"מחלות רשתית , ניתוחי רשתית , ניתוחי קטרקט",,,,,,,,1,1,1,0,https://www.medreviews.co.il/provider/dr-schwartz-shulamit,MedReviews,2026-03-29T18:54:07.298525
פרופ' רפאל בן אוליאל,,"טיפול בכאב פנים, כאב ראש וכאבי מפרק הלסת",,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/prof-ben-oliel-rafael,MedReviews,2026-03-29T18:54:07.298534
"ד""ר יהודית טיצ'ר",,רפואת שיניים לילדים,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-teacher-judit,MedReviews,2026-03-29T18:54:07.298543
"ד""ר שלי ליכטנברג קשת",,נפרולוגיה,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-lichtenberg-keshet-shelly,MedReviews,2026-03-29T18:54:07.298556
"ד""ר נדב גוטמן",,אורתופדיית עמוד שדרה,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-gutman-nadav,MedReviews,2026-03-29T18:54:07.298566
"ד""ר יואב ירון",,רפואת שיניים,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-yaron-yoav,MedReviews,2026-03-29T18:54:07.298576
"ד""ר יובל סופרו",,נוירוכירורגיה,,,,,,,,0,1,1,1,https://www.medreviews.co.il/provider/dr-sufaro-yuval,MedReviews,2026-03-29T18:54:07.298595
"ד""ר חגי לנדוב",,"רפואת עור, ניתוחי MOHS",,,,,,,,0,1,1,1,https://www.medreviews.co.il/provider/dr-landov-hagai,MedReviews,2026-03-29T18:54:07.298616
"ד""ר אייל מלכה",,,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-malka-eyal,MedReviews,2026-03-29T18:54:07.298626
פרופ׳ טל וייסבאך,,גינקולוגיה ומיילדות,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-weissbach-tal,MedReviews,2026-03-29T18:54:07.298637
"ד""ר סידני שפירא",,אורתופדיה,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-schapiro-sidney,MedReviews,2026-03-29T18:54:07.298647
"ד""ר טל לצר",,"מיילדות, גניקולוגיה ופריון",,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-lazer-tal,MedReviews,2026-03-29T18:54:07.298658
"ד""ר כרמל פינק",,"אונקולוגיה, סרטן ריאות",,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-fink-carmell,MedReviews,2026-03-29T18:54:07.298668
פרופ' פרנסיס סרור,,"כירורגיה כללית, כירורגיית ילדים",,,,,,,,1,0,0,0,https://www.medreviews.co.il/provider/prof-serour-francis,MedReviews,2026-03-29T18:54:07.298684
פרופ' אילן רון,,אונקולוגיה קלינית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/prof-gil-ron-ilan,MedReviews,2026-03-29T18:54:09.129337
"ד""ר רון פרי",,כירורגיה הפטוביליארית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-pery-ron,MedReviews,2026-03-29T18:54:09.129375
"ד""ר אשקר מגדי",,טיפולי אסתטיקה ואסתטיקה של הפנים,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-ashkar-magdi,MedReviews,2026-03-29T18:54:09.129389
"ד""ר רועי דעבול",,רפואה אסתטית ואסתטיקת פנים,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-dabool-roey,MedReviews,2026-03-29T18:54:09.129402
"ד""ר קוקוי לסיה (אולגה)",,נפרולוגיה,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-olga-kukuy-lesya,MedReviews,2026-03-29T18:54:09.129414
"ד""ר תאי פריזם",,אורתופדיית עמוד שדרה,,,,,,,,0,0,1,0,https://www.medreviews.co.il/provider/dr-friesem-tai,MedReviews,2026-03-29T18:54:09.129431
פרופ' דנה אגוזי,,כירורגיה פלסטית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-egozi-dana,MedReviews,2026-03-29T18:54:09.129444
"ד""ר דניאל אופיר",,רפואה אסתטית,,,,,,,,1,1,0,0,https://www.medreviews.co.il/provider/dr-ofir-danielle,MedReviews,2026-03-29T18:54:09.129462
"ד""ר רביע שחאדה",,אף אוזן גרון,,,,,,,,1,0,0,0,https://www.medreviews.co.il/provider/dr-shhada-rabia,MedReviews,2026-03-29T18:54:09.129494
"ד""ר האני רביע",,רפואת שיניים,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-rabea-hani,MedReviews,2026-03-29T18:54:09.129508
"ד""ר הדר טיטו",,רפואת שיניים ורפואת הפה,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-tito-hadar,MedReviews,2026-03-29T18:54:09.129522
"ד""ר רונן חדי כהן",,נוירולוגיה בילדים והתפתחות הילד,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-hady-ronen,MedReviews,2026-03-29T18:54:09.129535
פרופ' עופר חבקוק,,קרדיולוגיה ואי ספיקת לב,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-havkuk-ofer,MedReviews,2026-03-29T18:54:09.129550
רפאל משעניה M.ost,,אוסטאופתיה,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/mishanya-rafael,MedReviews,2026-03-29T18:54:09.129563
"ד""ר יומנא עמשה",,רפואה אסתטית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-amsha-yomna,MedReviews,2026-03-29T18:54:09.129576
"ד""ר עמית איל",,רפואת שיניים ורפואה אסתטית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-eyal-amit,MedReviews,2026-03-29T18:54:09.129590
"ד""ר עירא בכר",,אורתופדיית כתף,,,,,,,,1,1,0,0,https://www.medreviews.co.il/provider/dr-bachar-ira,MedReviews,2026-03-29T18:54:09.129618
"ד""ר אינה המר לוין",,רפואת שיניים ורפואה אסתטית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-hamer-levin-inna,MedReviews,2026-03-29T18:54:09.129644
"ד""ר נינה ייחילביץ",,גנטיקה,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-ekhilevitch-nina,MedReviews,2026-03-29T18:54:09.129657
"ד""ר נעמה פלץ-סינואני",,"אנדוקרינולוגיה, סכרת ומטבוליזם",,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-peltz-sinvani-naama,MedReviews,2026-03-29T18:54:09.129710
"ד""ר דניאל יפית",,א.א.ג ילדים,,,,,,,,0,1,1,0,https://www.medreviews.co.il/provider/dr-yafit-daniel,MedReviews,2026-03-29T18:54:09.129746
"ד""ר מיכאל יאיר",,גסטרואנטרולוגיה,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-michael-yair,MedReviews,2026-03-29T18:54:09.129759
"ד""ר אחמט נמזוב",,גינקולוגיה ומיילדות,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-namazov-ahmet,MedReviews,2026-03-29T18:54:09.129772
"ד""ר עידן טימור",,אסתטיקה רפואית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-timor-idan,MedReviews,2026-03-29T18:54:09.129785
"ד""ר רום קשת",,,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-keshet-rom,MedReviews,2026-03-29T18:54:09.129807
"ד""ר מריאנה בר לב",,רפואה אסתטית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-bar-lev-mariana,MedReviews,2026-03-29T18:54:09.129819
"ד""ר רומן איצקוביץ'",,רפואת שיניים,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-itskovich-roman,MedReviews,2026-03-29T18:54:09.129828
פרופ' בן ציון יהושע,,אף אוזן גרון,,,,,,,,1,1,0,1,https://www.medreviews.co.il/provider/dr-joshua-ben-zion,MedReviews,2026-03-29T18:54:09.129852
"ד""ר משה זילבר",,מומחה באנדוקרינולוגיה ובסוכרת,,,,,,,,0,0,0,1,https://www.medreviews.co.il/provider/dr-zilber-moshe,MedReviews,2026-03-29T18:54:09.129865
"ד""ר אברהם אברג'ל",,כירורגיית אף אוזן גרון וניתוחי ראש צוואר,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-abargil-avraham,MedReviews,2026-03-29T18:54:09.129873
"ד""ר אמיר ביאדסה",,רפואת שיניים,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-biadsee-amir,MedReviews,2026-03-29T18:54:09.129882
"ד""ר איתי זילברמן",,כירורגיית פה ולסתות,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-zilberman-itai,MedReviews,2026-03-29T18:54:09.129890
"ד""ר תמי ליאורה מגן",,רפואה תעסוקתית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-liora-magen-tammy,MedReviews,2026-03-29T18:54:09.129999
"ד""ר אורנה אפשטיין",,נוירולוגיה ילדים,,,,,,,,0,0,0,1,https://www.medreviews.co.il/provider/dr-epstein-orna,MedReviews,2026-03-29T18:54:09.130036
"ד""ר תמר אברמוביץ",,כירורגיה כללית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-abramovich-segal-tamar,MedReviews,2026-03-29T18:54:09.130050
"ד""ר אילן קליין",,אורולוגיה ואנדואורולוגיה,,,,,,,,1,1,0,0,https://www.medreviews.co.il/provider/dr-klein-ilan,MedReviews,2026-03-29T18:54:09.130063
"ד""ר יעקב שפירא",,כירורגיה אורתופדית,,,,,,,,0,1,1,1,https://www.medreviews.co.il/provider/dr-shapira-jacob,MedReviews,2026-03-29T18:54:09.130108
"ד""ר מוטי חרץ",,כירורגיה פלסטית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-harats-moti,MedReviews,2026-03-29T18:54:09.130145
"ד""ר אסעד חורי",,קרדיולוגיה ילדים,,,,,,,,1,0,0,0,https://www.medreviews.co.il/provider/dr-khoury-asaad,MedReviews,2026-03-29T18:54:09.130166
"ד""ר עלא מחאמיד",,"שיקום, הפרעות שינה",,,,,,,,1,0,0,0,https://www.medreviews.co.il/provider/dr-mahamid-alaa,MedReviews,2026-03-29T18:54:09.130181
מכון EMG חיפה,,,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/haifa-emg,MedReviews,2026-03-29T18:54:09.130194
"ד""ר יוסף בלאט",,אורטופד מומחה לעמוד שדרה,,,,,,,,0,1,0,0,https://www.medreviews.co.il/provider/dr-blatt-yosef,MedReviews,2026-03-29T18:54:09.130212
"ד""ר סופיה קורדליוק",,ניתוחי אף וסינוסים,,,,,,,,0,1,1,1,https://www.medreviews.co.il/provider/dr-kordeluk-sofia,MedReviews,2026-03-29T18:54:09.130277
"ד""ר דן גור",,רפואת שיניים,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-gur-dan,MedReviews,2026-03-29T18:54:09.130349
"ד""ר מזהר עטאללה",,רפואת עיניים - מחלות רשתית וזגוגית העין,,,,,,,,1,0,1,1,https://www.medreviews.co.il/provider/dr-atallah-mizhir,MedReviews,2026-03-29T18:54:09.130412
"ד""ר עוז סגל",,"רפואת עור ומין, רפואת שיער וקרקפת בתל אביב",,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-segal-oz,MedReviews,2026-03-29T18:54:09.130487
"ד""ר עדי שוורץ",,גריאטריה,,,,,,,,0,1,0,0,https://www.medreviews.co.il/provider/dr-schwartz-ady,MedReviews,2026-03-29T18:54:09.130503
"ד""ר מרינה וולקוב",,רופאת שיניים,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-volkov-marina,MedReviews,2026-03-29T18:54:09.130514
"ד""ר טלי דרורי",,נוירולוגיה,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-drori-tali,MedReviews,2026-03-29T18:54:09.130548
"ד""ר דוד דנון",,גינקולוגיה ומיילדות,,,,,,,,0,1,1,0,https://www.medreviews.co.il/provider/dr-danon-david,MedReviews,2026-03-29T18:54:09.130571
פרופ׳ טל מרום,,אף אוזן גרון,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-marom-tal,MedReviews,2026-03-29T18:54:09.130582
"ד""ר יואל טולדנו",,אנדוקרינולוגיה,,,,,,,,0,0,1,1,https://www.medreviews.co.il/provider/dr-toledano-yoel,MedReviews,2026-03-29T18:54:09.130597
פרופ' חלף כרידין,,רפואת עור ומין,,,,,,,,0,0,0,1,https://www.medreviews.co.il/provider/prof-kridin-khalaf,MedReviews,2026-03-29T18:54:09.130612
"ד""ר וסים ותד",,"כירורגיית האוזן ושיקום השמיעה, סחרחורת וטנטון",,,,,,,,1,0,0,1,https://www.medreviews.co.il/provider/dr-watad-waseem,MedReviews,2026-03-29T18:54:09.130630
"ד""ר פארס דראושה",,מחלות ריאה,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-darawshy-fares,MedReviews,2026-03-29T18:54:09.130638
"ד""ר גלי זיסמן",,רפואת שיניים לילדים - מומחית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-zisman-gali,MedReviews,2026-03-29T18:54:09.130665
"ד""ר שחר גבע",,רפואה אסתטית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-geva-shahar,MedReviews,2026-03-29T18:54:09.130681
"ד""ר לנה עושרת",,רפואה אסתטית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-auchrat-lena,MedReviews,2026-03-29T18:54:09.130690
"ד""ר אודי חורין",,אלקטרופיזיולוגיה פולשנית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-chorin-udi,MedReviews,2026-03-29T18:54:09.130699
"ד""ר שירה שור",,גסטרואנטרולוגיה,,,,,,,,0,1,0,0,https://www.medreviews.co.il/provider/dr-shur-shira,MedReviews,2026-03-29T18:54:09.130714
"ד""ר ויטלי ברש",,רפואת שיניים,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-barash-vitaly,MedReviews,2026-03-29T18:54:09.130727
"ד""ר אסדי עלי",,רפואה אסתטית מתקדמת,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-assadi-ali,MedReviews,2026-03-29T18:54:09.130736
"ד""ר אורלי אלדר פרידמן",,כירורגיה,,,,,,,,1,1,1,0,https://www.medreviews.co.il/provider/dr-fridman-eldar-orli,MedReviews,2026-03-29T18:54:09.130800
"ד""ר שמואל לוי",,כירורגיה פלסטית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-levy-samuel,MedReviews,2026-03-29T18:54:09.130810
"ד""ר רות יוסוביץ אולרייך",,אף אוזן גרון,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-yousovich-ulrich-ruth,MedReviews,2026-03-29T18:54:09.130825
"ד""ר הדר מילוא-רז",,"אנדוקרינולוגיה, טיפול בהשמנת יתר",,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-milloh-raz-hadar,MedReviews,2026-03-29T18:54:09.130834
"ד""ר אסעד אליאס",,רפואת שיניים,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-elias-assad,MedReviews,2026-03-29T18:54:09.130845
"ד""ר ויקטור קוראקין",,כירורגיה כללית,,,,,,,,1,1,1,0,https://www.medreviews.co.il/provider/dr-kurakin-victor,MedReviews,2026-03-29T18:54:09.130905
"ד""ר ורד ליבנה",,נוירולוגיה,,,,,,,,0,0,0,1,https://www.medreviews.co.il/provider/dr-livneh-vered,MedReviews,2026-03-29T18:54:09.130918
"ד""ר אמיר ויס",,פיריון האישה,,,,,,,,1,0,0,0,https://www.medreviews.co.il/provider/dr-weiss-amir,MedReviews,2026-03-29T18:54:09.130933
"ד""ר תומר חרס",,אונקולוגיה,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-charas-tomer,MedReviews,2026-03-29T18:54:09.130940
"ד""ר ברי",,רפואת שיניים,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-berry-tsahi,MedReviews,2026-03-29T18:54:09.130949
"ד""ר ראובן ישי",,ניתוחי אף אוזן וגרון וניתוחי ראש וצוואר,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-ishai-reuven,MedReviews,2026-03-29T18:54:09.130960
"ד""ר פטריק שטפלר",,פולמונולוג ילדים,,,,,,,,1,0,0,0,https://www.medreviews.co.il/provider/dr-stafler-patrick,MedReviews,2026-03-29T18:54:09.130970
"ד""ר דפנה שוחט",,אנדוקרינולוגיה,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-shochat-daphna,MedReviews,2026-03-29T18:54:09.130977
"ד""ר ליונל אזן",,אף אוזן גרון,,,,,,,,1,0,0,0,https://www.medreviews.co.il/provider/dr-azan-lionel,MedReviews,2026-03-29T18:54:09.130988
"ד""ר עמית איתי",,אונקולוגיה קלינית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-itay-amit,MedReviews,2026-03-29T18:54:09.130996
"ד""ר אלק איצקזון",,טיפול בכאב,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-itsekson-alek,MedReviews,2026-03-29T18:54:09.131008
פרופ' אבישי גרופר,,מחלות לב ואי ספיקת לב,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-grupper-avishay,MedReviews,2026-03-29T18:54:09.131022
"ד""ר אוֹרָן צומן",,קרדיולוגיה,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-tzuman-oran,MedReviews,2026-03-29T18:54:09.131030
"ד""ר מעין שחם",,עבודה סוציאלית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-shacham-maayan,MedReviews,2026-03-29T18:54:09.131039
ד״ר אלכס קגן - המרכז לאבחון וטיפול,,בריאות הנפש,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-kagan-alexandr,MedReviews,2026-03-29T18:54:09.131046
"ד""ר אוקסנה נייזוב",,רפואה אסתטית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-niyazov-oksana,MedReviews,2026-03-29T18:54:09.131054
יוליה גמרמן,,פיזיותרפיה,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/gamerman-yulia,MedReviews,2026-03-29T18:54:09.131062
"ד""ר שירן ברי",,רפואה אסתטית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-berry-shiran,MedReviews,2026-03-29T18:54:09.131069
"ד""ר איתי שוורץ",,רפואה אסתטית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-shwartz-itai,MedReviews,2026-03-29T18:54:09.131080
"ד""ר פיראס אבו רומחין",,רפואת שיניים,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-abo-romhen-firas,MedReviews,2026-03-29T18:54:09.131099
פרופ' דרור שובל,,גסטרואנטרולוגיה ילדים,,,,,,,,0,0,0,1,https://www.medreviews.co.il/provider/prof-shouval-dror,MedReviews,2026-03-29T18:54:09.131107
"ד""ר מאיר קרופסקי",,מחלות ריאה,,,,,,,,0,0,0,1,https://www.medreviews.co.il/provider/dr-krupsky-meir,MedReviews,2026-03-29T18:54:09.131155
"ד""ר ענת קסלמן",,רפואה אסתטית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-keselman-anat,MedReviews,2026-03-29T18:54:09.131172
"דנטל מדיקל סנטר | ד""ר דורון בר חן",,רפואת שיניים,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-bar-chen-doron,MedReviews,2026-03-29T18:54:09.131178
"ד""ר מורן אגסי זייטלר",,רפואת נשים,,,,,,,,0,1,0,0,https://www.medreviews.co.il/provider/dr-agassi-zaitler-moran,MedReviews,2026-03-29T18:54:09.131185
"ד""ר דרורית מרקל",,המטולוגיה,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/grizim-merkel-drorit,MedReviews,2026-03-29T18:54:09.131190
"ד""ר קרן רגב",,נוירולוגיה,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-regev-keren,MedReviews,2026-03-29T18:54:09.131195
"ד""ר אדם דלאל",,עור ומין,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-dalal-adam,MedReviews,2026-03-29T18:54:09.131200
"ד""ר פזית שקד",,רוקחות קלינית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-shaked-pazit,MedReviews,2026-03-29T18:54:09.131205
"ד""ר אור להב מיה",,רפואה אסתטית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-lahav-or,MedReviews,2026-03-29T18:54:09.131215
ניר דיין - מכון פיזיותרפיה,,פיזיותרפיה,,,,,,,,1,0,0,0,https://www.medreviews.co.il/provider/dayan-nir,MedReviews,2026-03-29T18:54:09.131226
"ד""ר אריק רמר",,רפואת אף אוזן גרון,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-remer-eric,MedReviews,2026-03-29T18:54:09.131232
"ד""ר ענת שמואלי",,מיילדות וגינקולוגיה,,,,,,,,1,0,0,0,https://www.medreviews.co.il/provider/dr-shmueli-anat,MedReviews,2026-03-29T18:54:09.131238
"ד""ר אפרת שפיגל",,מיילדות וגינקולוגיה,,,,,,,,1,0,0,1,https://www.medreviews.co.il/provider/dr-spiegel-efrat,MedReviews,2026-03-29T18:54:11.598432
"ד""ר טל איצקוביץ'",,רפואת שיניים,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-itskovich-tal,MedReviews,2026-03-29T18:54:11.598458
"ד""ר אירנה אלון",,גסטרואנטרולוגיה,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-alon-irena,MedReviews,2026-03-29T18:54:11.598468
"ד""ר אבי שני",,אסתטיקה רפואית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-shani-avi,MedReviews,2026-03-29T18:54:11.598517
"ד""ר אילן זהבי",,גסטרואנטרולוגיה,,,,,,,,1,0,0,1,https://www.medreviews.co.il/provider/dr-zahavi-ilan,MedReviews,2026-03-29T18:54:11.598570
"ד""ר דורון רוזן",,"עקירת שיני בינה , כירורג פה ולסת",,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-rosen-daren,MedReviews,2026-03-29T18:54:11.598582
"ד""ר עודד שראל",,חוות דעת רפואית משפטית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-sarel-oded,MedReviews,2026-03-29T18:54:11.598591
"ד""ר דלית דרימן",,רפואה פונקציונאלית,,,,,,,,0,0,0,0,https://www.medreviews.co.il/provider/dr-dreman-medina-dalit,MedReviews,2026-03-29T18:54:11.598600
